Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
7,อาหารเจ,ขนมหัวมันหน้ากะทิ,หัวมันสัมปะหลัง,เกลือ,แป้งมัน,น้ำตาล,น้ำเปล่า,หัวกะทิ,เกลือ,แป้งข้าวจ้าว,,,,,,,,,,,,,,,,,,
8,อาหารเจ,ต้มกะหล่ำปลีเห็ดหอม,กะหล่ำปลี,เต้าหู้,เห็ดหอม,ฟองเต้าหู้,แครอท,ซอสเห็ดหอม,ซอสปรุงรส,น้ำตาล,เกลือ,ซอสถั่วเหลือง,น้ำมันพืช,น้ำเปล่า,,,,,,,,,,,,,,
9,อาหารเจ,น้ำองุ่น,ผลองุ่นม่วง,น้ำเชื่อม,น้ำเปล่า,เกลือ,,,,,,,,,,,,,,,,,,,,,,
10,อาหารเจ,ขนมเผือกกวน,เผือก,หัวกะทิ,น้ำตาลปี๊บ,เนื้อมะพร้าวทึนทึกขูด,น้ำตาลปี๊บ,เกลือ,,,,,,,,,,,,,,,,,,,,
11,อาหารเจ,แกงเขียวหวานเจ,น้ำพริกแกงเขียวหวานเจ,กะทิ,เต้าหู้,ซอสถั่วเหลือง,น้ำตาล,มะเขือเปราะ,ใบมะกรูด,ใบโพระพา,พริกสด,น้ำมันพืช,,,,,,,,,,,,,,,,
12,อาหารเจ,เต้าหู้ทอด,เต้าหู้,น้ำจิ้มปอเปี๊ยะทอด,น้ำมัน,,,,,,,,,,,,,,,,,,,,,,,
13,อาหารเจ,พล่าเต้าหู้ทอดกรอบ,เต้าหู้,ขิง,หอมแดง,ใบมะกรูด,ตะไคร้,แครอท,ผักชีฝรั่ง,ผักชี,พริกสด,ถั่วลิสง,น้ำตาลปี๊บ,น้ำมะขามเปียก,เกลือ,น้ำเปล่า,มะนาว,น้ำมันพืช,,,,,,,,,,
14,อาหารเจ,เต้าหู้ทอดทรงเครื่อง,เต้าหู้,หอมแดงเจียว,ผักชี,น้ำตาลปี๊บ,น้ำมะขามเปี๊ยก,ซอสถั่วเหลือง,น้ำมัน,,,,,,,,,,,,,,,,,,,
15,อาหารเจ,คะน้ากรอบเจ,ยอดผักคะน้า       ,ซอสเห็ดหอม,น้ำตาล,ซอสถั่วเหลือง,แป้งข้าวโพด,หอมแดงเจียว,เห็ดหอม,น้ำมัน,,,,,,,,,,,,,,,,,,
16,อาหารเจ,ข้าวเหนียวดอกโสน,ข้าวเหนียว,หัวกะทิ,เกลือ,ดอกโสน,เนื้อมะพร้าวขูด,น้ำตาล,,,,,,,,,,,,,,,,,,,,
17,อาหารเจ,เต้าหู้ผัดชะอม,ยอดชะอม,เต้าหู้,เห็ดหอม,น้ำตาล,เต้าเจี้ยว,น้ำมัน,,,,,,,,,,,,,,,,,,,,
18,อาหารเจ,ทับทิมกรอบรากบัว,แป้งมัน,น้ำหวานสีแดง,รากบัว,น้ำตาล,น้ำเปล่า,เกลือ,หัวกิทะ,เนื้อขนุน,น้ำแข็ง,,,,,,,,,,,,,,,,,
19,อาหารเจ,ราดหน้าเจ,ผักคะน้า,กระหล่ำปี,ก๋วยเตี๋ยวเส้นใหญ่,เห็ดฟาง,ข้าวโพดอ่อน,แครอท,น้ำมันพืช,เต้าทอด,ซีอิ้วขาว,เกลือ,ซีอิ๊วดำ,ซอสเห็ดหอม,พริกไทยป่น,แป้งมัน,น้ำตาล,น้ำเปล่า,,,,,,,,,,
20,อาหารเจ,หอมหัวใหญ่ชุบแป้งทอด,หอมหัวใหญ่,แป้งทอดกรอบ,เกลือ,น้ำเย็น,น้ำมันสำหรับทอด,,,,,,,,,,,,,,,,,,,,,
21,อาหารเจ,คะน้าหมูกรอบเจ,หมูกรอบเจ,คะน้า,เต้าเจี้ยว,น้ำตาล,ซอสถั่วเหลือง,พริกสด,เห็ดหอม,แป้งมัน,,,,,,,,,,,,,,,,,,
22,อาหารเจ,หมูกรอบเจ,โปรตีนเกษตร,แป้งทอดกรอบ,เครื่องแกงเผ็ดเจ,ซอสถั่วเหลือง,น้ำตาลปี๊ป,น้ำมัน,,,,,,,,,,,,,,,,,,,,
23,อาหารเจ,หมูสะเต๊ะเจ,โปรตีนเกษตรแผ่น,ตะไคร้,น้ำตาล,เกลือ,ผงขมิ้น,ข่า ,ยี่หร่า,เปลือกลูกมะกรูดขูด,ซอสถั่วเหลือง,กะทิ,,,,,,,,,,,,,,,,
24,อาหารเจ,น้ำตกคอหมูย่างเจ,โปรตีนเกษตรแผ่น,ซอสถั่วเหลือง,น้ำมันพืช,พริกป่น,พริกป่น,มะนาวคั้น,น้ำตาล,ข้าวคั่ว,ผักชีฝรั่ง,หอมแดง,ใบสะระแหน่,ผักสด,,,,,,,,,,,,,,
25,อาหารเจ,ยำเห็ดรวมเจ,เห็ดหอม,เห็ดฟาง,เห็ดเข็มทอง,เห็ดโคน,มะเขือเทศ,น้ำตาล,ซอสถั่วเหลือง,พริกสด,มะนาว,,,,,,,,,,,,,,,,,
26,อาหารเจ,ข้าวเหนียวมะม่วง,มะม่วงสุก,ข้าวเหนียวมูน,หัวกะทิ,น้ำตาล,เกลือ,,,,,,,,,,,,,,,,,,,,,
27,อาหารเจ,ข้าวเหนียวทุเรียน,ทุเรียน,หัวกะทิ,น้ำตาลปี๊บ,เกลือ,ข้าวเหนียวมูน,,,,,,,,,,,,,,,,,,,,,
28,อาหารเจ,ข้าวเหนียวขนุน,ขนุน,หัวกะทิ,เกลือ,น้ำตาล,ข้าวเหนียวมูน,,,,,,,,,,,,,,,,,,,,,
29,อาหารเจ,ข้าวเหนียวถั่วดำ,ถั่วดำ,กะทิ,น้ำตาลปี๊บ,น้ำตาล,เกลือ,ข้าวเหนียวมูน,,,,,,,,,,,,,,,,,,,,
30,อาหารเจ,มะพร้าวแก้ว,มะพร้าว,น้ำตาลปี๊บ,น้ำลอยดอกมะลิ,เกลือ,,,,,,,,,,,,,,,,,,,,,,
31,อาหารเจ,บัวลอยน้ำขิง,แป้งข้าวเหนียว,แป้งข้าวจ้าว,น้ำสะอาด,งาดำ,น้ำตาล,น้ำตาลแดงประมาณ,น้ำตาลปิ๊ป,ขิง,น้ำสะอาด,,,,,,,,,,,,,,,,,
32,อาหารเจ,กล้วยเชื่อม,กล้วยน้ำหว้า,น้ำตาล,น้ำเปล่า,เกลือ,น้ำปูนใส,,,,,,,,,,,,,,,,,,,,,
33,อาหารเจ,กล้วยบวชชี,กล้วยน้ำว้าสุก,หางกะทิ,หัวกะทิ,เม็ดสาคู,น้ำตาลปี๊บ,เกลือ,,,,,,,,,,,,,,,,,,,,
34,อาหารเจ,เผือกกวน,เผือก,หัวกะทิ,น้ำตาลปี๊บ,น้ำตาล,เกลือ,,,,,,,,,,,,,,,,,,,,,
35,อาหารเจ,ทองเอก,ไข่เป็ด,น้ำตาล,เนื้อมะพร้าวทึนทึกขูด,ไข่ไก่,หัวกะทิ,แป้งสาลี,,,,,,,,,,,,,,,,,,,,
36,อาหารเจ,ข้าวต้มมัด,ข้าวเหนียว,หัวกะทิ,เนื้อมะพร้าวทึนทึกขูด,งาขาว,น้ำตาล,เกลือ,กล้วยน้ำหว้า,ใบตอง,,,,,,,,,,,,,,,,,,
37,อาหารเจ,ขนมตาล,ผลตาลสุก,ข้าวสารเก่า,แป้งเท้ายายม่อม,น้ำตาล,เนื้อมะพร้าวขูด,เกลือ,,,,,,,,,,,,,,,,,,,,
38,อาหารเจ,ขนมตะโก้,แห้ว,แป้งข้าวจ้าว,น้ำตาล,น้ำดอกมะลิ,หัวกะทิ,เกลือ,,,,,,,,,,,,,,,,,,,,
39,อาหารเจ,ขนมกล้วย,กล้วยน้ำว้าสุก,แป้งข้าวจ้าว,น้ำตาล,แป้งมัน,แป้งเท้ายายม่อม,หัวกะทิ,มะพร้าวขูด,เกลือ,,,,,,,,,,,,,,,,,,
40,อาหารเจ,ทอดมันข้าวโพด,เม็ดข้าวโพด,พริกแกงคั่วเจ,ซอสถั่วเหลือง,เกลือ,แป้งข้าวเจ้า,แป้งข้าวโพด,น้ำเปล่า,น้ำจิ้มเจ,น้ำมันพืช,,,,,,,,,,,,,,,,,
41,อาหารเจ,มาม่าผัดขึ้เมาเจ,เส้นมาม่า,เต้าหู้,เห็นหอม,พริกชี้ฟ้า,กระชาย ,พริกไทยอ่อน,ใบโพระพา,ซอสถั่วเหลือง,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,,
42,อาหารเจ,วุ้นมะพร้าว,น้ำมะพร้าว,เนื้อมะพร้าวอ่อน,หัวกะทิ,น้ำตาล,ผงวุ้น,เกลือ,,,,,,,,,,,,,,,,,,,,
43,อาหารเจ,หมูหยองเจ,เห็ดฟาง,น้ำตาล,พริกไทย,ซอสถั่วเหลือง,เกลือ,น้ำเปล่า,หอมแดงเจียว,งาขาวคั่ว,,,,,,,,,,,,,,,,,,
44,อาหารเจ,น้ำลูกยอ,ลูกยอสุก,น้ำเปล่า,น้ำผึ้ง,น้ำตาล,เกลือ,,,,,,,,,,,,,,,,,,,,,
45,อาหารเจ,ชาดอกคำฝอย,ดอกคำฝอยแห้ง,น้ำร้อน,,,,,,,,,,,,,,,,,,,,,,,,
46,อาหารเจ,น้ำเก๊กฮวย,ดอกเก๊กฮวยแห้ง,น้ำเปล่า,น้ำตาล,เกลือ,,,,,,,,,,,,,,,,,,,,,,
47,อาหารเจ,เกสรดอกชมพู่,เกสรดอกชมพู่,น้ำสะอาด,น้ำผึ้ง,มะนาว,เกลือ,,,,,,,,,,,,,,,,,,,,,
48,อาหารเจ,ทับทิมโซดา,ทับทิม,น้ำเชื่อม,โซดา,น้ำแข็ง,,,,,,,,,,,,,,,,,,,,,,
49,อาหารเจ,น้ำเต้าหู้ใบเตย,ถั่วเหลือง,ต้นใบเตย,น้ำเชื่อม,นมข้นจืด,,,,,,,,,,,,,,,,,,,,,,
50,อาหารเจ,น้ำแคนตาลูป,ผลแคนตาลูป,น้ำเชื่อม,น้ำเปล่า,เกลือ,,,,,,,,,,,,,,,,,,,,,,
51,อาหารเจ,น้ำขิง,ขิงแก่,น้ำตาล,น้ำเปล่า,,,,,,,,,,,,,,,,,,,,,,,
52,อาหารเจ,น้ำเต้าหู้,ถั่วเหลือง,น้ำตาล,น้ำเปล่า,ใบเตย,,,,,,,,,,,,,,,,,,,,,,
