Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
20,ทอด,ปลากะพงทอดน้ำปลา,ปลากะพง,น้ำปลา,พริกไทย,น้ำตาลปี๊บ,น้ำส้มสายชู,น้ำมันพืชสำหรับทอด,มะม่วงแก้วดิบ,หอมแดง,พริกขี้หนู,ถั่วลิสง,แป้งข้าวโพด,,,,,,,,,,,,,,,
21,ทอด,ปลาเนื้ออ่อนราดพริก,ปลาเนื้ออ่อน,พริกขี้หนู,กระเทียม,น้ำมะขามเปียก,น้ำตาลปี๊บ,น้ำปลา,แป้งข้าวโพด,ใบผักชี,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,
22,ทอด,ทอดมันปลากราย,เนื้อปลากราย,ไข่ไก่,ถั่วฝักยาว,ใบมะกรูด,น้ำตาลปี๊บ,เกลือ,พริกแกงเผ็ด,น้ำมันพืชสำหรับทอด,แตงกวา,ถั่วลิสง,น้ำตาล,น้ำส้มสายชู,พริกขี้หนู,ใบกะเพรา,,,,,,,,,,,,
23,ทอด,ปลาราดพริก,ปลาทับทิม,แป้งข้าวโพด,น้ำมันพืชสำหรับทอดปลา,กระเทียม,พริกสด,น้ำตาล,ผักชี,น้ำปลา,ผักสด,,,,,,,,,,,,,,,,,
24,ทอด,ทอดมันหัวปลี,หัวปลี,ข่า ,ตะไคร้,ผิวมะกรูด,พริกแห้ง,กระเทียม,หอมแดง,เกลือ,ไข่ไก่,หมูสับ,แป้งสาลี,น้ำปลา,น้ำมันสำหรับทอด,,,,,,,,,,,,,
25,ทอด,ปลาช่อนทอดน้ำปลา,ปลาช่อน,น้ำมันพืช,เกลือ,น้ำตาลปี๊บ,น้ำปลา,หอมแดง,รากผักชี,ผักชี,,,,,,,,,,,,,,,,,,
26,ทอด,ปลากะพงทอดคั่วพริกเกลือ,ปลากะพง,กระเทียม,พริกชี้ฟ้า,เกลือ,แป้งทอดกรอบ,น้ำมันปาล์ม,น้ำตาล,พริกไทย,กระเทียมเจียว,,,,,,,,,,,,,,,,,
27,ทอด,ปลาช่อนเกยตื้น,ปลาช่อน,มะเขือยาว,เต้าเจี้ยว,น้ำตาล,น้ำมันสำหรับทอด,ใบโพระพา,น้ำจิ้มซีฟู๊ด,,,,,,,,,,,,,,,,,,,
28,ทอด,ผัดชะอมปลาชอนทอดกรอบ,ยอดผักชะอม,กระเทียม,พริกสด,เนื้อปลาช่อน,ซอสปรุงรส,น้ำตาล,เต้าเจี้ยว,แป้งข้าวโพด,น้ำมันสำหรับทอดและผัด,เกลือ,ซอสน้ำมันหอย,น้ำตาล,น้ำปลา,,,,,,,,,,,,,
29,ทอด,ปลานิลทอดกระเทียมพริกไทย,ปลานิล,กระเทียม,พริกไทย,เกลือ,ซีอิ๊วขาว,น้ำตาล,ซอสปรุงรส,ซอสน้ำมันหอย,แป้งข้าวโพด,,,,,,,,,,,,,,,,,
30,ทอด,ปลาช่อนจู่ขิง,เนื้อปลาช่อน,น้ำมัน,น้ำซุป,ต้นหอม,ขิง,พริกไทย,กระเทียม,เต้าเจี้ยว,,,,,,,,,,,,,,,,,,
31,ทอด,ปลากะพงผัดต้มยำแห้ง,ปลากะพง,แป้งสาลี,ใบกะเพรา,น้ำตาล,น้ำปลา,มะนาว,ข่า ,ตะไคร้,ใบมะกรูด,พริกสด,แป้งมัน,นำมันพืช,น้ำพริกเผา,,,,,,,,,,,,,
32,ทอด,สะเดาทรงเครื่อง,ปลาดุก,ใบสะเดา,น้ำมะขามเปียก,น้ำเปล่า,ถั่วลิสง,เกล็ดขนมปัง,น้ำมันพืช,น้ำตาลปี๊บ,น้ำปลา,หอมแดงเจียว ,พริกทอด,,,,,,,,,,,,,,,
33,ทอด,ปลากะพงทอดราดกะทิทรงเครื่อง,ปลากะพง,หัวกะทิ,น้ำตาลปี๊บ,น้ำปลา,มะนาว,น้ำพริกเผา,หอมแดง,กระเทียม,พริกสด,มะม่วง,เม็ดมะม่วงหิมพานต์,น้ำมัน,,,,,,,,,,,,,,
34,ทอด,น้ำพริกปรากรอบ,ปลาซิว,น้ำมันสำหรับทอด,เกลือ,ข่า ,ตะไคร้,ผิวมะกรูด,เปลือกพริกแผ้ง,กะปิ,กระเทียม,หอมแดง,น้ำตาลปี๊บ,ซอสปรุงรส,,,,,,,,,,,,,,
35,ทอด,เมี่ยงทอดปลากราย,ใบเมี่ยง,เนื้อปลากราย,รากผักชี,เห็ดหูหนู,วุ้นเส้น,ซอสถั่วเหลืง,ผักสด,น้ำจิ้มปอเปี้ยะทอด,,,,,,,,,,,,,,,,,,
36,ทอด,ปลาสลิดกรอบผัดพริกแกง,ปลาสลิด,พริกแกงเผ็ด,น้ำปลา,น้ำตาลปี๊บ,กะทิ,ถั่วฝักยาว,ใบมะกรูด,น้ำมัน,กระเทียม,,,,,,,,,,,,,,,,,
37,ทอด,ปลาจะละเม็ดปรุงรส,ปลาจะละเม็ด,หอมแดงเจียว ,น้ำเปล่า,พริกแห้งทอด,ซอสหอยนางรม,น้ำตาล,ซอสมะเขือเทศ,น้ำมันพืช,,,,,,,,,,,,,,,,,,
38,ทอด,ปลาอินทรีย์ทอดซีอิ้ว,ปลาอินทรีย์,แป้งข้าวโพด,เกลือ,พริกไทย,น้ำมันพืชสำหรับทอด,น้ำเปล่า,น้ำตาล,น้ำปลา,ซีอิ้วขาว,ผักสด,,,,,,,,,,,,,,,,
39,ทอด,ทอดมันห่อไข่,ไข่ไก่,ไข่ไก่,เนื้อปลากรายขูด,ถั่วฝักยาว,ใบมะกรูด,น้ำพริกแกงเผ็ด,น้ำปลา,น้ำตาล,น้ำมันพืช,น้ำจิ้มอาจาด,,,,,,,,,,,,,,,,
40,ทอด,ก๊าจ๋า,เนื้อปลากราย,รากผักชี,หอมแดง,ซอสปรุงรส,น้ำตาล,ไข่ไก่,เห็ดหูหนู,วุ้นเส้น,น้ำจิ้มปอเปี๊ยทอด,น้ำมัน,,,,,,,,,,,,,,,,
41,ทอด,Okonomiyaki,กะหล่ำปลี,ต้นหอม,ปลาแห้ง,แป้งเค้ก,ไข่ไก่,สาหร่ายทะเลอบแห้ง,เบคอน,น้ำมัน,ซอสโอโคโนมิยากิ,มายองเนส,,,,,,,,,,,,,,,,
42,ทอด,ปลาดุกหมกกะปิ,ปลาดุก,กะปิ,กระเทียม,พริกไทย,น้ำตาล,น้ำปลา,น้ำมัน,,,,,,,,,,,,,,,,,,,
43,ทอด,ปลาเนื้ออ่อนราดพริก,ปลาเนื้ออ่อน,พริกสด,กระเทียม,น้ำมะขามเปียก,น้ำตาล,น้ำปลา,ใบผักชี,น้ำมัน,,,,,,,,,,,,,,,,,,
44,ทอด,ทอดมันปลากราย,เนื้อปลา,ไข่ไก่,ถั่วฝักยาว,ใบมะกรูด,น้ำตาล,เกลือ,พริกแกงเผ็ด,น้ำมันสำหรับทอด,แตงกวา,ถั่วลิสง,น้ำตาล,น้ำส้มสายชู,,,,,,,,,,,,,,
45,ทอด,ผัดเปรี้ยวหวานปลา,ปลานิล,แป้งข้าวโพด,มะเขือเทศ,พริกหวาน,พริกหยวก,หอมหัวใหญ่,กระเทียม,ต้นหอม,แครอท,น้ำตาล,ซอสมะเขือเทศ,ซอสพริก,น้ำปลา,น้ำปล่า,น้ำมันพืช,,,,,,,,,,,
46,ทอด,ปลานิลลุยสวน,ปลานิล,พริกขี้หนู,มะนาว,น้ำตาลปัี๊บ,น้ำปลา,ผักชีฝรั่ง,ขิงอ่อน,ผักชี,ใบสะระแหน่,ตะไคร้,หอมแดง,มะนาว,ถั่วลิสง,น้ำมันพืช,น้ำพริกเผา,แป้งข้าวโพด,พริกแห้งทอด,ผักสด,,,,,,,,
47,ทอด,ปีกไก่ทอดน้ำแดง,ปีกไก่,แป้งข้าวโพด,รากผักชี,น้ำปลา,ซอสถั่วเหลือง,น้ำตาล,งาขาว,ผักชี,ซอสมะเขือเทศ,เหล้าจีน,น้ำซุปกระดูก,น้ำมันพืช,,,,,,,,,,,,,,
48,ทอด,ปีกไก่ทอดตะไคร้,ปีกไก่,แป้งข้าวโพด,ตะไคร้,ตะไคร้,ใบมะกรูด,รากผักชี,ซอสน้ำมันหอย,ซอสปรุงรส,น้ำตาล,น้ำมันพืช,น้ำจิ้มสำหรับทานกับไก่ทอด,,,,,,,,,,,,,,,
49,ทอด,ปีกไก่ยัดไส้,ปีกไก่,หมู,มันหมู,ไข่ไก่,รากผักชี,ซอสปรุงรส,น้ำตาล,แป้งข้าวโพด,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,
50,ทอด,ไก่ทอดกระเทียมพริกไทย,ไก่,กระเทียม,รากผักชี,พริกไทย,น้ำตาล,ซอสหอยนางรม,ซอสถั่วเหลือง,แป้งข้าวโพด,น้ำมันพืช,ผักสด,,,,,,,,,,,,,,,,
51,ทอด,ไก่ทอดหาดใหญ่,ไก่,พริกไทย,รากผักชี,ซอสถั่วเหลือง,น้ำปลา,เกลือ,กระเทียม,ซอสน้ำมันหอย,น้ำตาล,ผงขมิ้น,แป้งสาลี,น้ำมันพืช,หอมแดง,น้ำจิ้มไก่,,,,,,,,,,,,
52,ทอด,ไก่ทอด บอนชอน,ปีกไก่,แป้ง,เกลือ,พริกไทย,หอมหัวใหญ่,กระเทียม,ขิง,ซีอิ้วชาว,มิริน,น้ำตาล,งาคั่ว,,,,,,,,,,,,,,,
53,ทอด,Tebasaki Chicken Wings,ปีกไก่,เกลือ,น้ำขิง,แป้งมัน,ซอสถั่วเหลือง,เหล้าสาเก,ซอสมิริน,น้ำตาล,กระเทียม,ขิง,งาขาว,พริกไทย,พริกป่น,น้ำมันพืช,,,,,,,,,,,,
54,ทอด,ผัดเปรี้ยวหวานไก่ทอด,ไก่,เกลือ,พริกหยวก,หอมหัวใหญ่,สับปะรด,ซอสมะเขือเทศ,น้ำเปล่า,เหล้าจีน,น้ำตาล,ซอสถั่วเหลือง,แป้งข้าวโพด,แป้ง,น้ำมัน,,,,,,,,,,,,,
55,ทอด,ไก่ม้วน,ไก่,แฮม,ซีส,ไข่ไก่,แป้งสาลี,เกลือ,พริกไทย,ซอสโชยุ,เกล็ดขนมปัง,น้ำมันพืช,,,,,,,,,,,,,,,,
56,ทอด,ไก่ห่อใบเตย,ไก่,รากผักชี,กระเทียม,พริกไทย,ซอสปรุงรส,ซอสน้ำมันหอย,น้ำตาล,น้ำมันงา,ใบเตย,ไม้จิ้มฟัน,น้ำมันพืช,น้ำตาล,น้ำเปล่า,ซอสถั่วเหลือง,ซีอิ๊วดำ,เกลือ,งาขาวคั่ว,,,,,,,,,
57,ทอด,ปีกไก่คั่วพริกเกลือ,ปีกไก่,ซอสปรุงรส,น้ำตาล,แป้งทอดกรอบ,พริกไทยป่น,กระเทียม,พริกขี้หนู,รากผักชี,เกลือ,ต้นหอม,น้ำมันพืช,,,,,,,,,,,,,,,
58,ทอด,ไก่ทอดคาราเกะ,ปีกไก่,สาเก,ไข่ไก่,ซอสโชยุ,น้ำขิง,น้ำมันงา,แป้งสาลี,น้ำมันพืช,,,,,,,,,,,,,,,,,,
59,ทอด,ไก่ทอดขิง,ไก่,ขิง,ซอสน้ำมันหอย,รากผักชี,กระเทียม,พริกไทย,ซอสถั่วเหลือง,น้ำเย็น,แป้งทอดกรอบ,ขิงอ่อนละเอียด,ผักชี,น้ำมันพืช,,,,,,,,,,,,,,
60,ทอด,ปีกไก่ทอดตะไคร้,ปีกไก่,แป้งทอดกรอบ,ตะไคร้,ใบมะกรูด,ซอสน้ำมันหอย,ซอสถั่วเหลือง,พริกไทย,น้ำตาล,น้ำมันพืช,น้ำจิ้มไก่,น้ำจิ้มบ๋วย,,,,,,,,,,,,,,,
61,ทอด,ปีกไก่ทอดน้ำแดง,ปีกไก่,พริกไทย,รากผักชี,น้ำปลา,ตะไคร้,กระเทียม,ซอสถั่วเหลือง,น้ำตาล,ซ๊อสมะเขือเทศ,เหล้าจีน,น้ำมันพืช,,,,,,,,,,,,,,,
62,ทอด,ไก่ทอดหาดใหญ่,ปีกไก่,พริกไทย,ซีอิ้วขาว,น้ำปลา,เกลือ,กระเทียม,น้ำมันหอย,น้ำตาล,ผงขมิ้น,แป้งสาลี,ผงรสดี,น้ำมันพืช,หอมแดง,น้ำจิ้มไก่แม่ประนอม,,,,,,,,,,,,
63,ทอด,ไก่ทอดกระเทียมพริกไทย,ไก่,กระเทียม,พริกไทย,ผงปรุงรส,น้ำตาล,ซอสน้ำมันหอย,ซอสปรุงรส,น้ำมันพืช,,,,,,,,,,,,,,,,,,
64,ทอด,กุ้งพันอ้อย,กุ้ง,มันหมู,พริกไทย,น้ำตาล,รากผักชี,กระเทียม,แป้งมัน,ไข่ไก่,เกลือ,อ้อย,น้ำมันพืช,ผักสด,น้ำจิ้มปอเปี๊ยะญวน,,,,,,,,,,,,,
65,ทอด,กุ้งกระเบื้อง,แผ่นปอเปี๊ยะ,กุ้ง,มันหมู,รากผักชี,ต้นหอม,ไข่ไก่,แป้งมัน,ซอสปรุงรส,น้ำมันพืชสำหรับทอด,น้ำจิ้มโดยประกอ้วย,,,,,,,,,,,,,,,,
66,ทอด,กุ้งพันตะไคร้,กุ้ง,มันหมู,ไข่ไก่,พริกไทย,แป้งมัน,ซอสปรุงรส,กระเทียม,รากผักชี,น้ำตาล,เกลือ,ตะไคร้,น้ำมันพืช,,,,,,,,,,,,,,
67,ทอด,กุ้งอบซอสส้ม,กุ้ง,เกลือ,กระเทียม,น้ำตาล,น้ำส้มสายชู,น้ำส้มคั้น,ผักชี,,,,,,,,,,,,,,,,,,,
68,ทอด,ทอดมันกุ้ง,กุ้ง,มันหมู,เกลือ,น้ำตาล,ซอสปรุงรส,แป้งมัน,ไข่ไก่,แป้งอเนกประสงค์,เกล็ดขนมปัง,น้ำมันพืช,,,,,,,,,,,,,,,,
69,ทอด,กุ้งทอดราดพริก,กุ้ง,พริกขี้หนู,กระเทียม,น้ำมะขามเปียก,น้ำตาลปี๊บ,น้ำปลา,ใบกะเพรา,พริกแห้งทอด,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,
70,ทอด,กุ้งชุปแป้งทอดทรงเครื่อง,กุ้ง,มันหมู,กระเทียม,รากผักชี,พริกไทยป่น,มันกุ้ง,ไข่ไก่,แป้งทอดกรอบ,เกล็ดขนมปัง,น้ำมันพืช,ซอสน้ำมันหอย,ซอสปรุงรส,น้ำจิ้มบ๋วย,,,,,,,,,,,,,
71,ทอด,เทมปุระ,กุ้ง,แป้งสาลี,ไข่ไก่,เกลือ,น้ำเย็น,,,,,,,,,,,,,,,,,,,,,
72,ทอด,โดนัทกุ้ง,กุ้ง,น้ำมันพืช,รากผักชี,พริกไทย,กระเทียม,มันหมู,เกลือ,น้ำตาล,ไข่ไก่,,,,,,,,,,,,,,,,,
73,ทอด,กุ้งราดกระเทียมพริกไทย,กุ้ง,กระเทียม,รากผักชี,ซอสน้ำมันหอย,น้ำตาลปี๊บ,น้ำปลา,พริกไทย,แป้งอเนกประสงค์,,,,,,,,,,,,,,,,,,
74,ทอด,เต้าหู้ไข่ทอดราดซอส,ไข่ไก่,เต้าหู้ไข่,แป้งสาลี,รากผักชี,กระเทียม,พริกไทย,เกลือ,น้ำตาลปี๊บ,น้ำปลา,ซอสมะขามเปียก,น้ำมันพืช,,,,,,,,,,,,,,,
75,ทอด,ไข่ดาวลูกเขย,ไข่ไก่,พริกแห้ง,หอมแดงเจียว ,ผักชี,น้ำตาลปี๊บ,น้ำมะขามเปียก,น้ำปลา,หอมแดง,รากผักชี,น้ำมัน,,,,,,,,,,,,,,,,
76,ทอด,ไข่ลูกเขย,ไข่เป็ด,หอมแดงเจียว  ,ผักชี,น้ำตาลปี๊บ,เกลือ,น้ำมะขามเปี๊ยก,น้ำปลา,พริกไทย,น้ำซุปกระดูกหมู,น้ำมันพืช,พริกแห้งทอด,,,,,,,,,,,,,,,
77,ทอด,ไข่เจียวใส่ไข่มดแดง,ไข่ไก่,ไข่มดแดง,ต้นหอม,มะเขือเทศ,น้ำปลา,พริกไทย,กระเทียม,ซอสมันหอย,น้ำมันหมู,ซอสพริกสำหรับทานกับไข่เจียว,,,,,,,,,,,,,,,,
78,ทอด,ไข่เจียวลูกท้อ,ไข่ไก่,กุนเชียง,เนื้อลูกท้อ,มะเขือ,ต้นหอม,น้ำปลา,ซอสหอยนางรม,พริกไทย,,,,,,,,,,,,,,,,,,
79,ทอด,ไข่เจียวดอกโสน,ไข่ไก่,ดอกโสน,ซอสถั่วเหลือง,ซอสน้ำมันหอย,พริกไทย,น้ำมันสำหรับทอด,,,,,,,,,,,,,,,,,,,,
80,ทอด,ไข่ทอด 2 สหาย,ไข่ไก่,ต้นหอม,หอมหัวใหญ่,มะเขือเทศ,ซอสน้ำมันหอย,ซอสถั่วเหลือง,พริกไทย,น้ำมัน,,,,,,,,,,,,,,,,,,
81,ทอด,ไข่เจียวต้นอ่อนทานตะวัน,ไข่ไก่,ต้นอ่อนทานตะวัน,มะเขือเทศ,น้ำปลา,น้ำมันหอย,น้ำมัน,,,,,,,,,,,,,,,,,,,,
82,ทอด,ไข่ทอดสามรส,ไข่ไก่,น้ำตาล,กระเทียม,น้ำปลา,พริกทอด,น้ำส้มสายชู,เม็ดมะม่วงหิมพานต์,ผักชี,น้ำมันพืช,,,,,,,,,,,,,,,,,
83,ทอด,ไข่กระทะ,ไข่ไก่,หมูสับ,ต้นหอม,กระเทียม,น้ำมันพืช,ซอสถั่วเหลือง,หมูยอ,กุนเชียง,ขนมปังฝรั่งเศสเล็ก,เนย,,,,,,,,,,,,,,,,
84,ทอด,ไข่เจียวทูน่า,ไข่ไก่,เนื้อปลาทูน่ากระป๋อง,มันฝรั่ง,แครอท,หอมหัวใหญ่,เกลือ,พริกไทย,น้ำมันพืช,,,,,,,,,,,,,,,,,,
85,ทอด,ไข่หุ้มหมู,ไข่แดงเค็มดิบ,ไข่ไก่,หมูสับ,รากผักชี,กระเทียม,ซีอิ๊วขาว,พริกไทย,น้ำมันพืช,,,,,,,,,,,,,,,,,,
86,ทอด,ไข่เจียวสเปน,ไข่ไก่,แฮม,หอมหัวใหญ่,พริกหวาน,นมสด,เกลือ,พริกไทย,เนย,น้ำมันพืช,พริกไทย,,,,,,,,,,,,,,,,
87,ทอด,ไข่เจียวมันฝรั่ง,ไข่ไก่,แซลมอน,มันฝรั่ง,กระเทียม,เนย,เกลือ,พริกไทย,น้ำมันพืช,น้ำมันพืช,ซาวร์ครีม,พริกไทยดำ,,,,,,,,,,,,,,,
88,ทอด,ไข่เจียวหมูสับหน่อไม้,ไข่ไก่,กระเทียม,หมูสับ,หอยนางรม,ซอสปรุงรส,หน่อไม้,เห็ดหูหนูแห้ง,ต้นหอม,ซอสพริก,น้ำมันหมู,,,,,,,,,,,,,,,,
89,ทอด,มันฝรั่งทอดหน้าไข่ดาว,ไข่ไก่,ไข่ไก่,มันฝรั่ง,แป้งสาลี,เกลือ,พริกไทย,เนย,หอมหัวใหญ่,พริกไทยดำ,,,,,,,,,,,,,,,,,
90,ทอด,ไข่เจียวกระเทียมดอง,ไข่ไก่,หมูสับ,กระเทียมดอง,ซีอิ๊วขาว,น้ำมันหอย,พริกไทย,พริกชี้ฟ้า,กระเทียม,ผักชี,น้ำมันพืช,,,,,,,,,,,,,,,,
91,ทอด,ไข่เจียวใบโหระพา,ไข่ไก่,ซอสถั่วเหลือง,ซอสหอยนางรม,ใบโพระพา,น้ำมันพืช,,,,,,,,,,,,,,,,,,,,,
92,ทอด,ยำไข่เจียวน้ำพริกเผา,ไข่ไก่,หมูสับ,ซอสถั่วเหลือง,น้ำปลา,กระเทียมดอง,กุ้งแห้ง,น้ำพริกเผา,มะนาว,น้ำตาลปี๊บ,น้ำปลาสำหรับปรุงน้ำยำ,มะนาว,พริกขี้หนู,ผักชี,ถั่วลิสง,แป้งข้าวโพด,น้ำมันพืช,,,,,,,,,,
93,ทอด,ไข่เจียวปูม้า,ผักชี,พริกไทย,ไข่ไก่,เนื้อปูม้า,น้ำมันหอย,น้ำปลา,น้ำมันพืช,ต้นหอม,น้ำพริกน้ำปลา,,,,,,,,,,,,,,,,,
94,ทอด,ไข่เจียวญี่ปุ่น,ไข่ไก่,ซีอิ๊วขาว,น้ำตาล,น้ำซุป,น้ำมันพืช,สาหร่าย,,,,,,,,,,,,,,,,,,,,
95,ทอด,เต้าหูคลุกไข่ทอด,ไข่ไก่,เต้าหู้,กุ้ง,แป้งสาลี,รากผักชี,กระเทียม,พริกไทย,เกลือ,แป้งทอดกรอบ,น้ำจิ้มไก่,น้ำมันพืช,,,,,,,,,,,,,,,
96,ทอด,ไข่เจียวโหระพากรอบ,ไข่ไก่,ซอสปรุงรส,ซอสหอยนางรม,พริกขี้หนู,ต้นหอม,ใบโพระพา,น้ำมันพืช,,,,,,,,,,,,,,,,,,,
97,ทอด,ปลาหมึกทอดราดพริก,ปลาหมึก,ซอสปรุงรส,แป้งข้าวโพด,น้ำมันพืช,น้ำตาลปี๊บ,เกลือ,น้ำส้มสายชู,กระเทียม,กระเทียมดอง,พริกชี้ฟ้า,ถั่วลิสง,ผักชี,,,,,,,,,,,,,,
98,ทอด,หอมหัวใหญ่ชุบแป้งทอด,หอมหัวใหญ่,แป้งทอดกรอบ,เกลือ,น้ำเย็น,น้ำมันสำหรับทอด,,,,,,,,,,,,,,,,,,,,,
99,ทอด,ปลาหมึกผัดกระเทียมพริกไทย,ปลาหมึก,รากผักชี,กระเทียม,พริกไทย,น้ำมันหอย,ซีอิ้วขาว,น้ำตาล,น้ำมัน,ผักชี,,,,,,,,,,,,,,,,,
100,ทอด,ปลาหมึกชุบแป้งทอด,ปลาหมึก,แป้งทอดกรอบ,น้ำเปล่า,ไข่ไก่,กระเทียม,ซอสถั่วเหลือง,พริกไทย,น้ำมันพืช,,,,,,,,,,,,,,,,,,
101,ทอด,ปลาหมึกทอดขมิ้น,ปลาหมึก,ขมิ้น,กระเทียม,น้ำปลา,น้ำตาล,เกลือ,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,,,
102,ทอด,หอยทอด,แป้งเท้ายายม่อม,แป้งข้าวเจ้า,แป้งข้าวเหนียว,แป้งสาคู,น้ำปูนใส,หอยนางรม,พริกไทย,ต้นหอม,ถั่วงอก,พริกสด,กระเทียม,น้ำตาล,น้ำส้มสายชู,ไข่ไก่,,,,,,,,,,,,
103,ทอด,หอยนางรมชุบแป้งทอด,หอยนางรม,ไข่ไก่,breadcrumb,แป้งทอดกรอบ,มะนาว,มายองเนส,น้ำมันทอด,,,,,,,,,,,,,,,,,,,
104,ทอด,ออส่วน,ไข่ไก่,หอยนางรม,ถั่วงอก,กระเทียม,ต้นหอม,ซีอิ๊วขาว,น้ำตาล,พริกไทย,แป้งมัน,น้ำมันพืช,น้ำมันพืช,ใบผักชี,ซอสพริก,,,,,,,,,,,,,
105,ทอด,ลาบเนื้อทอด,เนื้อวัว,ผักชีฝรั่ง,ใบมะกรูด,หอมแดง,ข้าวคั่ว,พริกป่น,น้ำปลา,มะนาว,ไข่ไก่,แป้งอเนกประสงค์,น้ำมันพืช,,,,,,,,,,,,,,,
106,ทอด,เนื้อสวรรค์,เนื้อวัว,น้ำตาลปี๊บ,น้ำปลา,ลูกผักชี,ซอสน้ำมันหอย,ผงยี่หร่า,งาขาว,พริกไทย,,,,,,,,,,,,,,,,,,
107,ทอด,ปากเป็ดทอด,ปากเป็ด,ซอสหอยนางรม,ซอสปรุงรส,น้ำตาล,กระเทียม,พริกไทย,รากผักชี,น้ำมัน,น้ำจิ้มแจ่ว,,,,,,,,,,,,,,,,,
108,ทอด,ทอดมันข้าวโพด,เม็ดข้าวโพด,พริกแกงคั่วเจ,ซอสถั่วเหลือง,เกลือ,แป้งข้าวเจ้า,แป้งข้าวโพด,น้ำเปล่า,น้ำจิ้มเจ,น้ำมันพืช,,,,,,,,,,,,,,,,,
109,ทอด,หมูกรอบเจ,โปรตีนเกษตร,แป้งทอดกรอบ,เครื่องแกงเผ็ดเจ,ซอสถั่วเหลือง,น้ำตาลปี๊ป,น้ำมัน,,,,,,,,,,,,,,,,,,,,
110,ทอด,เต้าหู้ทอด,เต้าหู้,น้ำจิ้มปอเปี๊ยะทอด,น้ำมัน,,,,,,,,,,,,,,,,,,,,,,,
111,ทอด,ยำชะอมทอดกรอบ,ยอดชะอม,กุ้ง,หอมแดง,น้ำตาลปีบ,น้ำพริกเผา,มะนาว,พริกสด,ขิง,แป้งทอดกรอบ,น้ำมันพืช,,,,,,,,,,,,,,,,
112,ทอด,เต้าหู้ทอดทรงเครื่อง,เต้าหู้,หอมแดงเจียว ,ผักชี,น้ำตาลปี๊บ,น้ำมะขามเปี๊ยก,ซอสถั่วเหลือง,น้ำมัน,,,,,,,,,,,,,,,,,,,
113,ทอด,ยอดตำลึงชุปแป้งทอดทรงเครื่อง,ยอดตำลึง,กุ้ง,น้ำมันสำหรับทอด,กระเทียม,น้ำปลา,มะนาว,น้ำตาลปี๊บ,น้ำเปล่า,พริกขี้หนู,แป้งทอดกรอบ,แป้งข้าวเจ้า,น้ำเย็นจัด,น้ำมันพืช,,,,,,,,,,,,,
114,ทอด,กล้วยแขก,กล้วยไข่,แป้ง,ไข่ไก่,น้ำตาล,นมสด,น้ำมัน,,,,,,,,,,,,,,,,,,,,
115,ทอด,กล้วยฉาบ,กล้วยน้ำว้า,น้ำตาล,เกลือ,เนย,น้ำเปล่า,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,,,,
116,ทอด,กบทอดกระเทียมพริกไทย,ขากบ,กระเทียม,พริกไทย,ซอสปรุงรส,น้ำตาล,ซอสหอยนางรม,แป้งข้าวโพด,น้ำมันพืช,ผักชี,แตงกวา,ซอสพริก,,,,,,,,,,,,,,,
117,ทอด,เกี้ยวปูทอด,เนื้อปู,แผ่นเกี๊ยว,ชีส,ไข่ไก่,หอมแดง,กระเทียม,น้ำตาล,ซอสปรุงรส,พริกไทย,น้ำมัน,,,,,,,,,,,,,,,,
118,ทอด,ปูม้าทอดกระเทียมพริกไทย,ปูม้า,กระเทียม,ซอสน้ำมันหอย,น้ำตาล,พริกไทย,แป้งมัน,,,,,,,,,,,,,,,,,,,,
119,ทอด,ปูทอดกระเทียมพริกไทย,ปู,กระเทียม,ซอสน้ำมันหอย,น้ำตาล,พริกไทย,แป้งมัน,,,,,,,,,,,,,,,,,,,,
0,นึ่ง,นึ่งไก่อีสาน,ไก่,หอมแดง,กระเทียม,รากผักชี,ข่า  ,ตะไคร้,เกลือ,น้ำตาล,ใบมะกรูด,พริกขี้หนู,,,,,,,,,,,,,,,,
1,นึ่ง,โซยหว่อ,ข้าวเหนียว,ถั่วเขียว,ผงขมิ้นชันผสมอาหาร,น้ำตาลปิ๊บ,เกลือ,พริกไทย,หอมแดง,มันหมู,,,,,,,,,,,,,,,,,,
2,นึ่ง,ก๋วยเตี๋ยวหลอดกุ้ง,น้ำเปล่า,แป้งข้าวเจ้า,แป้งข้าวเหนียว,แป้งมัน,แป้งคัสตราด,น้ำมันพืช,น้ำตาล,เกลือ,พริกไทยป่น,กระวาน,กานพลู,โป๊ยกั๊ก,เห็ดหอม,พริกไทย,ต้นผักชี,ต้นหอม,ต้นคื่นฉ่าย,หอมแดงเจียว ,น้ำตาลอ้อย,ซีอิ้วขาว,ซอสปรุงรส,กุยช่ายขาว,,,,
